season,race,driver,position,win,dnf
2024,Austrian Grand Prix,BOT,16,0,1
2024,Austrian Grand Prix,GAS,10,0,1
2024,Austrian Grand Prix,HAM,4,0,1
2024,Austrian Grand Prix,HUL,6,0,1
2024,Austrian Grand Prix,LEC,11,0,1
2024,Austrian Grand Prix,MAG,8,0,1
2024,Austrian Grand Prix,NOR,6,0,1
2024,Austrian Grand Prix,OCO,12,0,1
2024,Austrian Grand Prix,PER,7,0,1
2024,Austrian Grand Prix,PIA,2,0,1
2024,Austrian Grand Prix,RIC,9,0,1
2024,Austrian Grand Prix,RUS,1,1,1
2024,Austrian Grand Prix,SAI,3,0,1
2024,Austrian Grand Prix,SAR,19,0,1
2024,Austrian Grand Prix,STR,13,0,1
2024,Austrian Grand Prix,TSU,15,0,1
2024,Austrian Grand Prix,VER,5,0,1
2024,Austrian Grand Prix,ZHO,17,0,1
2024,Azerbaijan Grand Prix,ALB,7,0,1
2024,Azerbaijan Grand Prix,ALO,6,0,1
2024,Azerbaijan Grand Prix,BEA,10,0,1
2024,Azerbaijan Grand Prix,BOT,16,0,1
2024,Azerbaijan Grand Prix,COL,8,0,1
2024,Azerbaijan Grand Prix,GAS,12,0,1
2024,Azerbaijan Grand Prix,HAM,9,0,1
2024,Azerbaijan Grand Prix,HUL,11,0,1
2024,Azerbaijan Grand Prix,LEC,2,0,1
2024,Azerbaijan Grand Prix,NOR,4,0,1
2024,Azerbaijan Grand Prix,OCO,15,0,1
2024,Azerbaijan Grand Prix,PER,3,0,1
2024,Azerbaijan Grand Prix,PIA,1,1,1
2024,Azerbaijan Grand Prix,RIC,13,0,1
2024,Azerbaijan Grand Prix,RUS,3,0,1
2024,Azerbaijan Grand Prix,SAI,4,0,1
2024,Azerbaijan Grand Prix,STR,19,0,1
2024,Azerbaijan Grand Prix,TSU,20,0,0
2024,Azerbaijan Grand Prix,VER,5,0,1
2024,Azerbaijan Grand Prix,ZHO,14,0,1
2024,Bahrain Grand Prix,ALB,15,0,1
2024,Bahrain Grand Prix,ALO,9,0,1
2024,Bahrain Grand Prix,BOT,19,0,1
2024,Bahrain Grand Prix,GAS,18,0,1
2024,Bahrain Grand Prix,HAM,7,0,1
2024,Bahrain Grand Prix,HUL,16,0,1
2024,Bahrain Grand Prix,LEC,4,0,1
2024,Bahrain Grand Prix,MAG,12,0,1
2024,Bahrain Grand Prix,NOR,6,0,1
2024,Bahrain Grand Prix,OCO,17,0,1
2024,Bahrain Grand Prix,PER,2,0,1
2024,Bahrain Grand Prix,PIA,8,0,1
2024,Bahrain Grand Prix,RIC,13,0,1
2024,Bahrain Grand Prix,RUS,5,0,1
2024,Bahrain Grand Prix,SAI,3,0,1
2024,Bahrain Grand Prix,SAR,20,0,1
2024,Bahrain Grand Prix,STR,10,0,1
2024,Bahrain Grand Prix,TSU,14,0,1
2024,Bahrain Grand Prix,VER,1,1,1
2024,Bahrain Grand Prix,ZHO,11,0,1
2024,Belgian Grand Prix,ALB,13,0,1
2024,Belgian Grand Prix,ALO,9,0,1
2024,Belgian Grand Prix,BOT,16,0,1
2024,Belgian Grand Prix,GAS,14,0,1
2024,Belgian Grand Prix,HAM,2,0,1
2024,Belgian Grand Prix,HUL,19,0,1
2024,Belgian Grand Prix,LEC,4,0,1
2024,Belgian Grand Prix,MAG,15,0,1
2024,Belgian Grand Prix,NOR,6,0,1
2024,Belgian Grand Prix,OCO,10,0,1
2024,Belgian Grand Prix,PER,8,0,1
2024,Belgian Grand Prix,PIA,3,0,1
2024,Belgian Grand Prix,RIC,11,0,1
2024,Belgian Grand Prix,RUS,1,1,1
2024,Belgian Grand Prix,SAI,7,0,1
2024,Belgian Grand Prix,SAR,18,0,1
2024,Belgian Grand Prix,STR,12,0,1
2024,Belgian Grand Prix,TSU,17,0,1
2024,Belgian Grand Prix,VER,5,0,1
2024,Belgian Grand Prix,ZHO,20,0,0
2024,British Grand Prix,ALB,9,0,0
2024,British Grand Prix,ALO,8,0,0
2024,British Grand Prix,BOT,15,0,0
2024,British Grand Prix,HAM,1,1,0
2024,British Grand Prix,HUL,6,0,0
2024,British Grand Prix,LEC,14,0,0
2024,British Grand Prix,MAG,12,0,0
2024,British Grand Prix,NOR,3,0,0
2024,British Grand Prix,OCO,16,0,0
2024,British Grand Prix,PER,17,0,0
2024,British Grand Prix,PIA,4,0,0
2024,British Grand Prix,RIC,13,0,0
2024,British Grand Prix,RUS,4,0,0
2024,British Grand Prix,SAI,5,0,0
2024,British Grand Prix,SAR,11,0,0
2024,British Grand Prix,STR,7,0,0
2024,British Grand Prix,TSU,10,0,0
2024,British Grand Prix,VER,2,0,0
2024,British Grand Prix,ZHO,18,0,0
2024,Canadian Grand Prix,ALB,11,0,1
2024,Canadian Grand Prix,ALO,6,0,1
2024,Canadian Grand Prix,BOT,13,0,1
2024,Canadian Grand Prix,GAS,9,0,1
2024,Canadian Grand Prix,HAM,4,0,1
2024,Canadian Grand Prix,HUL,11,0,1
2024,Canadian Grand Prix,LEC,19,0,1
2024,Canadian Grand Prix,MAG,12,0,1
2024,Canadian Grand Prix,NOR,2,0,1
2024,Canadian Grand Prix,OCO,10,0,1
2024,Canadian Grand Prix,PER,17,0,1
2024,Canadian Grand Prix,PIA,5,0,1
2024,Canadian Grand Prix,RIC,8,0,1
2024,Canadian Grand Prix,RUS,3,0,1
2024,Canadian Grand Prix,SAI,15,0,1
2024,Canadian Grand Prix,SAR,20,0,1
2024,Canadian Grand Prix,STR,7,0,1
2024,Canadian Grand Prix,TSU,14,0,1
2024,Canadian Grand Prix,VER,1,1,1
2024,Canadian Grand Prix,ZHO,15,0,1
2024,Chinese Grand Prix,ALB,12,0,1
2024,Chinese Grand Prix,ALO,7,0,1
2024,Chinese Grand Prix,BOT,11,0,1
2024,Chinese Grand Prix,GAS,13,0,1
2024,Chinese Grand Prix,HAM,9,0,1
2024,Chinese Grand Prix,HUL,10,0,1
2024,Chinese Grand Prix,LEC,4,0,1
2024,Chinese Grand Prix,MAG,15,0,1
2024,Chinese Grand Prix,NOR,2,0,1
2024,Chinese Grand Prix,OCO,11,0,1
2024,Chinese Grand Prix,PER,3,0,1
2024,Chinese Grand Prix,PIA,8,0,1
2024,Chinese Grand Prix,RIC,18,0,1
2024,Chinese Grand Prix,RUS,6,0,1
2024,Chinese Grand Prix,SAI,5,0,1
2024,Chinese Grand Prix,SAR,17,0,1
2024,Chinese Grand Prix,STR,16,0,1
2024,Chinese Grand Prix,TSU,14,0,1
2024,Chinese Grand Prix,VER,1,1,1
2024,Chinese Grand Prix,ZHO,14,0,1
2024,Dutch Grand Prix,ALB,14,0,0
2024,Dutch Grand Prix,ALO,10,0,0
2024,Dutch Grand Prix,BOT,19,0,0
2024,Dutch Grand Prix,GAS,9,0,0
2024,Dutch Grand Prix,HAM,8,0,0
2024,Dutch Grand Prix,HUL,11,0,0
2024,Dutch Grand Prix,LEC,3,0,0
2024,Dutch Grand Prix,MAG,18,0,0
2024,Dutch Grand Prix,NOR,1,1,0
2024,Dutch Grand Prix,OCO,15,0,0
2024,Dutch Grand Prix,PER,6,0,0
2024,Dutch Grand Prix,PIA,4,0,0
2024,Dutch Grand Prix,RIC,13,0,0
2024,Dutch Grand Prix,RUS,7,0,0
2024,Dutch Grand Prix,SAI,5,0,0
2024,Dutch Grand Prix,SAR,16,0,0
2024,Dutch Grand Prix,STR,12,0,0
2024,Dutch Grand Prix,TSU,17,0,0
2024,Dutch Grand Prix,VER,2,0,0
2024,Dutch Grand Prix,ZHO,20,0,0
2024,Emilia Romagna Grand Prix,ALB,20,0,0
2024,Emilia Romagna Grand Prix,ALO,19,0,0
2024,Emilia Romagna Grand Prix,BOT,18,0,0
2024,Emilia Romagna Grand Prix,GAS,16,0,0
2024,Emilia Romagna Grand Prix,HAM,6,0,0
2024,Emilia Romagna Grand Prix,HUL,11,0,0
2024,Emilia Romagna Grand Prix,LEC,3,0,0
2024,Emilia Romagna Grand Prix,MAG,12,0,0
2024,Emilia Romagna Grand Prix,NOR,2,0,0
2024,Emilia Romagna Grand Prix,OCO,14,0,0
2024,Emilia Romagna Grand Prix,PER,8,0,0
2024,Emilia Romagna Grand Prix,PIA,4,0,0
2024,Emilia Romagna Grand Prix,RIC,13,0,0
2024,Emilia Romagna Grand Prix,RUS,7,0,0
2024,Emilia Romagna Grand Prix,SAI,5,0,0
2024,Emilia Romagna Grand Prix,SAR,17,0,0
2024,Emilia Romagna Grand Prix,STR,9,0,0
2024,Emilia Romagna Grand Prix,TSU,10,0,0
2024,Emilia Romagna Grand Prix,VER,1,1,0
2024,Emilia Romagna Grand Prix,ZHO,15,0,0
2024,Hungarian Grand Prix,ALB,14,0,1
2024,Hungarian Grand Prix,ALO,11,0,1
2024,Hungarian Grand Prix,BOT,16,0,1
2024,Hungarian Grand Prix,GAS,15,0,0
2024,Hungarian Grand Prix,HAM,3,0,1
2024,Hungarian Grand Prix,HUL,13,0,1
2024,Hungarian Grand Prix,LEC,4,0,1
2024,Hungarian Grand Prix,MAG,15,0,1
2024,Hungarian Grand Prix,NOR,2,0,1
2024,Hungarian Grand Prix,OCO,18,0,1
2024,Hungarian Grand Prix,PER,7,0,1
2024,Hungarian Grand Prix,PIA,1,1,1
2024,Hungarian Grand Prix,RIC,12,0,1
2024,Hungarian Grand Prix,RUS,8,0,1
2024,Hungarian Grand Prix,SAI,6,0,1
2024,Hungarian Grand Prix,SAR,17,0,1
2024,Hungarian Grand Prix,STR,10,0,1
2024,Hungarian Grand Prix,TSU,9,0,1
2024,Hungarian Grand Prix,VER,5,0,1
2024,Hungarian Grand Prix,ZHO,19,0,1
2024,Italian Grand Prix,ALB,10,0,0
2024,Italian Grand Prix,ALO,11,0,0
2024,Italian Grand Prix,BOT,16,0,0
2024,Italian Grand Prix,COL,13,0,0
2024,Italian Grand Prix,GAS,15,0,0
2024,Italian Grand Prix,HAM,5,0,0
2024,Italian Grand Prix,HUL,17,0,0
2024,Italian Grand Prix,LEC,1,1,0
2024,Italian Grand Prix,MAG,9,0,0
2024,Italian Grand Prix,NOR,3,0,0
2024,Italian Grand Prix,OCO,14,0,0
2024,Italian Grand Prix,PER,8,0,0
2024,Italian Grand Prix,PIA,2,0,0
2024,Italian Grand Prix,RIC,12,0,0
2024,Italian Grand Prix,RUS,7,0,0
2024,Italian Grand Prix,SAI,4,0,0
2024,Italian Grand Prix,STR,19,0,0
2024,Italian Grand Prix,TSU,19,0,0
2024,Italian Grand Prix,VER,6,0,0
2024,Italian Grand Prix,ZHO,18,0,0
2024,Japanese Grand Prix,ALO,6,0,1
2024,Japanese Grand Prix,BOT,14,0,1
2024,Japanese Grand Prix,GAS,16,0,1
2024,Japanese Grand Prix,HAM,9,0,1
2024,Japanese Grand Prix,HUL,11,0,1
2024,Japanese Grand Prix,LEC,4,0,1
2024,Japanese Grand Prix,MAG,13,0,1
2024,Japanese Grand Prix,NOR,5,0,1
2024,Japanese Grand Prix,OCO,15,0,1
2024,Japanese Grand Prix,PER,2,0,1
2024,Japanese Grand Prix,PIA,8,0,1
2024,Japanese Grand Prix,RUS,7,0,1
2024,Japanese Grand Prix,SAI,3,0,1
2024,Japanese Grand Prix,SAR,17,0,1
2024,Japanese Grand Prix,STR,12,0,1
2024,Japanese Grand Prix,TSU,10,0,1
2024,Japanese Grand Prix,VER,1,1,1
2024,Japanese Grand Prix,ZHO,18,0,1
2024,Las Vegas Grand Prix,ALB,14,0,0
2024,Las Vegas Grand Prix,ALO,11,0,0
2024,Las Vegas Grand Prix,BOT,18,0,0
2024,Las Vegas Grand Prix,COL,14,0,0
2024,Las Vegas Grand Prix,GAS,18,0,0
2024,Las Vegas Grand Prix,HAM,2,0,0
2024,Las Vegas Grand Prix,HUL,8,0,0
2024,Las Vegas Grand Prix,LAW,16,0,0
2024,Las Vegas Grand Prix,LEC,4,0,0
2024,Las Vegas Grand Prix,MAG,12,0,0
2024,Las Vegas Grand Prix,NOR,6,0,0
2024,Las Vegas Grand Prix,OCO,17,0,0
2024,Las Vegas Grand Prix,PER,10,0,0
2024,Las Vegas Grand Prix,PIA,7,0,0
2024,Las Vegas Grand Prix,RUS,1,1,0
2024,Las Vegas Grand Prix,SAI,3,0,0
2024,Las Vegas Grand Prix,STR,15,0,0
2024,Las Vegas Grand Prix,TSU,9,0,0
2024,Las Vegas Grand Prix,VER,5,0,0
2024,Las Vegas Grand Prix,ZHO,13,0,0
2024,Mexico City Grand Prix,ALO,17,0,1
2024,Mexico City Grand Prix,BOT,14,0,1
2024,Mexico City Grand Prix,COL,12,0,1
2024,Mexico City Grand Prix,GAS,10,0,1
2024,Mexico City Grand Prix,HAM,4,0,1
2024,Mexico City Grand Prix,HUL,9,0,1
2024,Mexico City Grand Prix,LAW,16,0,1
2024,Mexico City Grand Prix,LEC,3,0,1
2024,Mexico City Grand Prix,MAG,7,0,1
2024,Mexico City Grand Prix,NOR,2,0,1
2024,Mexico City Grand Prix,OCO,13,0,1
2024,Mexico City Grand Prix,PER,17,0,1
2024,Mexico City Grand Prix,PIA,8,0,1
2024,Mexico City Grand Prix,RUS,5,0,1
2024,Mexico City Grand Prix,SAI,1,1,1
2024,Mexico City Grand Prix,STR,11,0,1
2024,Mexico City Grand Prix,VER,6,0,1
2024,Mexico City Grand Prix,ZHO,15,0,1
2024,Miami Grand Prix,ALB,19,0,1
2024,Miami Grand Prix,ALO,9,0,1
2024,Miami Grand Prix,BOT,17,0,1
2024,Miami Grand Prix,GAS,12,0,1
2024,Miami Grand Prix,HAM,6,0,1
2024,Miami Grand Prix,HUL,11,0,1
2024,Miami Grand Prix,LEC,3,0,1
2024,Miami Grand Prix,MAG,18,0,1
2024,Miami Grand Prix,NOR,1,1,1
2024,Miami Grand Prix,OCO,10,0,1
2024,Miami Grand Prix,PER,5,0,1
2024,Miami Grand Prix,PIA,14,0,1
2024,Miami Grand Prix,RIC,16,0,1
2024,Miami Grand Prix,RUS,8,0,1
2024,Miami Grand Prix,SAI,4,0,1
2024,Miami Grand Prix,SAR,18,0,1
2024,Miami Grand Prix,STR,13,0,1
2024,Miami Grand Prix,TSU,7,0,1
2024,Miami Grand Prix,VER,2,0,1
2024,Miami Grand Prix,ZHO,15,0,1
2024,Monaco Grand Prix,ALB,9,0,1
2024,Monaco Grand Prix,ALO,11,0,1
2024,Monaco Grand Prix,BOT,13,0,1
2024,Monaco Grand Prix,GAS,10,0,1
2024,Monaco Grand Prix,HAM,7,0,1
2024,Monaco Grand Prix,LEC,1,1,1
2024,Monaco Grand Prix,NOR,4,0,1
2024,Monaco Grand Prix,PIA,2,0,1
2024,Monaco Grand Prix,RIC,12,0,1
2024,Monaco Grand Prix,RUS,5,0,1
2024,Monaco Grand Prix,SAI,3,0,1
2024,Monaco Grand Prix,SAR,15,0,1
2024,Monaco Grand Prix,STR,14,0,1
2024,Monaco Grand Prix,TSU,8,0,1
2024,Monaco Grand Prix,VER,6,0,1
2024,Monaco Grand Prix,ZHO,16,0,1
2024,Qatar Grand Prix,ALB,15,0,1
2024,Qatar Grand Prix,ALO,7,0,1
2024,Qatar Grand Prix,BOT,11,0,1
2024,Qatar Grand Prix,GAS,5,0,1
2024,Qatar Grand Prix,HAM,12,0,1
2024,Qatar Grand Prix,HUL,13,0,1
2024,Qatar Grand Prix,LAW,14,0,1
2024,Qatar Grand Prix,LEC,2,0,1
2024,Qatar Grand Prix,MAG,9,0,1
2024,Qatar Grand Prix,NOR,10,0,1
2024,Qatar Grand Prix,PER,5,0,1
2024,Qatar Grand Prix,PIA,3,0,1
2024,Qatar Grand Prix,RUS,4,0,1
2024,Qatar Grand Prix,SAI,6,0,1
2024,Qatar Grand Prix,STR,18,0,1
2024,Qatar Grand Prix,TSU,13,0,1
2024,Qatar Grand Prix,VER,1,1,1
2024,Qatar Grand Prix,ZHO,8,0,1
2024,Saudi Arabian Grand Prix,ALB,12,0,1
2024,Saudi Arabian Grand Prix,ALO,5,0,1
2024,Saudi Arabian Grand Prix,BEA,7,0,1
2024,Saudi Arabian Grand Prix,BOT,17,0,1
2024,Saudi Arabian Grand Prix,GAS,20,0,0
2024,Saudi Arabian Grand Prix,HAM,9,0,1
2024,Saudi Arabian Grand Prix,HUL,10,0,1
2024,Saudi Arabian Grand Prix,LEC,3,0,1
2024,Saudi Arabian Grand Prix,MAG,11,0,1
2024,Saudi Arabian Grand Prix,NOR,8,0,1
2024,Saudi Arabian Grand Prix,OCO,13,0,1
2024,Saudi Arabian Grand Prix,PER,2,0,1
2024,Saudi Arabian Grand Prix,PIA,4,0,1
2024,Saudi Arabian Grand Prix,RIC,16,0,1
2024,Saudi Arabian Grand Prix,RUS,6,0,1
2024,Saudi Arabian Grand Prix,SAR,15,0,1
2024,Saudi Arabian Grand Prix,STR,9,0,0
2024,Saudi Arabian Grand Prix,TSU,14,0,1
2024,Saudi Arabian Grand Prix,VER,1,1,1
2024,Saudi Arabian Grand Prix,ZHO,18,0,1
2024,Singapore Grand Prix,ALB,20,0,0
2024,Singapore Grand Prix,ALO,8,0,0
2024,Singapore Grand Prix,BOT,16,0,0
2024,Singapore Grand Prix,COL,11,0,0
2024,Singapore Grand Prix,GAS,17,0,0
2024,Singapore Grand Prix,HAM,6,0,0
2024,Singapore Grand Prix,HUL,9,0,0
2024,Singapore Grand Prix,LEC,5,0,0
2024,Singapore Grand Prix,MAG,19,0,0
2024,Singapore Grand Prix,NOR,1,1,0
2024,Singapore Grand Prix,OCO,13,0,0
2024,Singapore Grand Prix,PER,10,0,0
2024,Singapore Grand Prix,PIA,3,0,0
2024,Singapore Grand Prix,RIC,18,0,0
2024,Singapore Grand Prix,RUS,4,0,0
2024,Singapore Grand Prix,SAI,7,0,0
2024,Singapore Grand Prix,STR,14,0,0
2024,Singapore Grand Prix,TSU,12,0,0
2024,Singapore Grand Prix,VER,2,0,0
2024,Singapore Grand Prix,ZHO,15,0,0
2024,Spanish Grand Prix,ALB,18,0,0
2024,Spanish Grand Prix,ALO,12,0,0
2024,Spanish Grand Prix,BOT,16,0,0
2024,Spanish Grand Prix,GAS,9,0,0
2024,Spanish Grand Prix,HAM,3,0,0
2024,Spanish Grand Prix,HUL,11,0,0
2024,Spanish Grand Prix,LEC,5,0,0
2024,Spanish Grand Prix,MAG,17,0,0
2024,Spanish Grand Prix,NOR,2,0,0
2024,Spanish Grand Prix,OCO,10,0,0
2024,Spanish Grand Prix,PER,8,0,0
2024,Spanish Grand Prix,PIA,7,0,0
2024,Spanish Grand Prix,RIC,15,0,0
2024,Spanish Grand Prix,RUS,4,0,0
2024,Spanish Grand Prix,SAI,6,0,0
2024,Spanish Grand Prix,SAR,20,0,0
2024,Spanish Grand Prix,STR,14,0,0
2024,Spanish Grand Prix,TSU,19,0,0
2024,Spanish Grand Prix,VER,1,1,0
2024,Spanish Grand Prix,ZHO,13,0,0
2024,São Paulo Grand Prix,ALO,14,0,1
2024,São Paulo Grand Prix,BEA,12,0,1
2024,São Paulo Grand Prix,BOT,13,0,1
2024,São Paulo Grand Prix,COL,16,0,1
2024,São Paulo Grand Prix,GAS,3,0,1
2024,São Paulo Grand Prix,HAM,10,0,1
2024,São Paulo Grand Prix,HUL,18,0,1
2024,São Paulo Grand Prix,LAW,9,0,1
2024,São Paulo Grand Prix,LEC,5,0,1
2024,São Paulo Grand Prix,NOR,6,0,1
2024,São Paulo Grand Prix,OCO,2,0,1
2024,São Paulo Grand Prix,PER,11,0,1
2024,São Paulo Grand Prix,PIA,7,0,1
2024,São Paulo Grand Prix,RUS,4,0,1
2024,São Paulo Grand Prix,SAI,13,0,1
2024,São Paulo Grand Prix,TSU,8,0,1
2024,São Paulo Grand Prix,VER,1,1,1
2024,São Paulo Grand Prix,ZHO,15,0,1
2024,United States Grand Prix,ALB,16,0,1
2024,United States Grand Prix,ALO,13,0,1
2024,United States Grand Prix,BOT,17,0,1
2024,United States Grand Prix,COL,10,0,1
2024,United States Grand Prix,GAS,12,0,1
2024,United States Grand Prix,HAM,12,0,1
2024,United States Grand Prix,HUL,8,0,1
2024,United States Grand Prix,LAW,9,0,1
2024,United States Grand Prix,LEC,1,1,1
2024,United States Grand Prix,MAG,11,0,1
2024,United States Grand Prix,NOR,3,0,1
2024,United States Grand Prix,OCO,18,0,1
2024,United States Grand Prix,PER,7,0,1
2024,United States Grand Prix,PIA,5,0,1
2024,United States Grand Prix,RUS,6,0,1
2024,United States Grand Prix,SAI,2,0,1
2024,United States Grand Prix,STR,15,0,1
2024,United States Grand Prix,TSU,14,0,1
2024,United States Grand Prix,VER,4,0,1
2024,United States Grand Prix,ZHO,19,0,1
