season,race,driver,fp2_deg_slope
2024,Belgian Grand Prix,RUS,1.3777014523937592
2024,Belgian Grand Prix,SAI,0.4989757575757572
2024,Belgian Grand Prix,SAR,-0.5486
2024,Belgian Grand Prix,STR,1.9721000000000006
2024,Belgian Grand Prix,TSU,1.3358454545454548
2024,Belgian Grand Prix,VER,2.0991511904761904
2024,Belgian Grand Prix,ZHO,2.983084848484849
2024,British Grand Prix,ALB,-0.33348241758241753
2024,British Grand Prix,ALO,0.8373119880119879
2024,British Grand Prix,BOT,2.6604285714285707
2024,British Grand Prix,GAS,0.6738324675324676
2024,British Grand Prix,HAM,0.3834666666666664
2024,British Grand Prix,HUL,0.5907976190476192
2024,British Grand Prix,LEC,-0.9122748917748917
2024,British Grand Prix,MAG,-1.5991190476190476
2024,British Grand Prix,NOR,-0.5609184149184161
2024,British Grand Prix,OCO,0.019764341085270438
2024,British Grand Prix,PER,2.1643999999999983
2024,British Grand Prix,PIA,-2.1332749999999994
2024,British Grand Prix,RIC,2.580377380952381
2024,British Grand Prix,RUS,0.8146666666666669
2024,British Grand Prix,SAI,-4.721692857142857
2024,British Grand Prix,SAR,-0.9283060606060595
2024,British Grand Prix,STR,0.6705714285714292
2024,British Grand Prix,TSU,0.7074761904761893
2024,British Grand Prix,VER,0.4345384615384617
2024,British Grand Prix,ZHO,2.9781964285714273
2024,Canadian Grand Prix,ALB,-0.8427733766233767
2024,Canadian Grand Prix,ALO,-2.953096153846153
2024,Canadian Grand Prix,BOT,0.26197662337662353
2024,Canadian Grand Prix,GAS,-0.9238317515817521
2024,Canadian Grand Prix,HAM,3.7204351648351643
2024,Canadian Grand Prix,HUL,2.4363341991341985
2024,Canadian Grand Prix,LEC,-1.2131476023976029
2024,Canadian Grand Prix,MAG,-1.1608181818181822
2024,Canadian Grand Prix,NOR,1.7618736263736263
2024,Canadian Grand Prix,OCO,0.36856483516483507
2024,Canadian Grand Prix,PER,2.5489833333333336
2024,Canadian Grand Prix,PIA,1.9610666666666674
2024,Canadian Grand Prix,RIC,-0.1552759740259736
2024,Canadian Grand Prix,RUS,-1.2009142857142863
2024,Canadian Grand Prix,SAI,1.6159189310689324
2024,Canadian Grand Prix,SAR,-0.714519480519481
2024,Canadian Grand Prix,STR,2.7019482683982674
2024,Canadian Grand Prix,TSU,0.9971922077922072
2024,Canadian Grand Prix,ZHO,0.43539999999999957
2024,Dutch Grand Prix,ALB,1.6667037815126045
2024,Dutch Grand Prix,ALO,0.6658805916305935
2024,Dutch Grand Prix,BOT,1.1570608058608056
2024,Dutch Grand Prix,GAS,0.0964381419234354
2024,Dutch Grand Prix,HAM,-1.2767392857142856
2024,Dutch Grand Prix,LEC,1.683360294117646
2024,Dutch Grand Prix,MAG,-1.4906888888888894
2024,Dutch Grand Prix,NOR,1.3755287878787885
2024,Dutch Grand Prix,OCO,0.6254472406873198
2024,Dutch Grand Prix,PER,-2.9135428571428577
2024,Dutch Grand Prix,PIA,1.0871644300144305
2024,Dutch Grand Prix,RIC,-0.07825384615384628
2024,Dutch Grand Prix,RUS,-2.187837912087913
2024,Dutch Grand Prix,SAR,1.210576190476191
2024,Dutch Grand Prix,STR,0.781337662337663
2024,Dutch Grand Prix,TSU,0.3680932539682547
2024,Dutch Grand Prix,VER,0.7200205294705297
2024,Dutch Grand Prix,ZHO,0.4574146358543413
2024,Emilia Romagna Grand Prix,ALB,2.749469480519482
2024,Emilia Romagna Grand Prix,ALO,2.4150387112887106
2024,Emilia Romagna Grand Prix,BOT,0.8936300366300381
2024,Emilia Romagna Grand Prix,GAS,1.9138821428571429
2024,Emilia Romagna Grand Prix,HAM,0.2263317099567096
2024,Emilia Romagna Grand Prix,HUL,-0.7989499999999976
2024,Emilia Romagna Grand Prix,LEC,3.4848989010989007
2024,Emilia Romagna Grand Prix,MAG,1.0458735294117645
2024,Emilia Romagna Grand Prix,NOR,0.27578025210084023
2024,Emilia Romagna Grand Prix,OCO,1.207106776556777
2024,Emilia Romagna Grand Prix,PER,5.526460606060606
2024,Emilia Romagna Grand Prix,PIA,0.1979650349650353
2024,Emilia Romagna Grand Prix,RIC,2.0458799019607845
2024,Emilia Romagna Grand Prix,RUS,0.9854758796758801
2024,Emilia Romagna Grand Prix,SAI,-2.460255494505497
2024,Emilia Romagna Grand Prix,SAR,2.397406593406594
2024,Emilia Romagna Grand Prix,STR,3.507428138528139
2024,Emilia Romagna Grand Prix,TSU,-0.41460718954248366
2024,Emilia Romagna Grand Prix,VER,3.173710606060606
2024,Emilia Romagna Grand Prix,ZHO,1.0835334776334784
2024,Hungarian Grand Prix,ALB,2.5233146853146846
2024,Hungarian Grand Prix,ALO,2.225918181818183
2024,Hungarian Grand Prix,BOT,-0.4009940476190472
2024,Hungarian Grand Prix,GAS,4.825219047619047
2024,Hungarian Grand Prix,HAM,3.73229090909091
2024,Hungarian Grand Prix,HUL,4.148500000000001
2024,Hungarian Grand Prix,MAG,2.3099195804195793
2024,Hungarian Grand Prix,NOR,0.30293333333333367
2024,Hungarian Grand Prix,OCO,4.194591666666669
2024,Hungarian Grand Prix,PER,3.9953000000000025
2024,Hungarian Grand Prix,PIA,3.2805999999999997
2024,Hungarian Grand Prix,RIC,2.9853545454545465
2024,Hungarian Grand Prix,RUS,0.4720670995670993
2024,Hungarian Grand Prix,SAI,1.8751593406593408
2024,Hungarian Grand Prix,SAR,3.70448181818182
2024,Hungarian Grand Prix,STR,2.3638654761904743
2024,Hungarian Grand Prix,VER,3.463327272727274
2024,Hungarian Grand Prix,ZHO,2.566994505494505
2024,Italian Grand Prix,ALB,2.626816739295188
2024,Italian Grand Prix,ALO,1.3052333333333341
2024,Italian Grand Prix,BOT,0.6026273226773218
2024,Italian Grand Prix,COL,10.491582142857144
2024,Italian Grand Prix,GAS,5.749183333333335
2024,Italian Grand Prix,HAM,3.6275714285714287
2024,Italian Grand Prix,HUL,0.734183333333333
2024,Italian Grand Prix,LEC,3.3613241758241763
2024,Italian Grand Prix,NOR,3.3659780219780218
2024,Italian Grand Prix,PER,6.488999999999998
2024,Italian Grand Prix,PIA,0.32704545454545486
2024,Italian Grand Prix,RIC,1.3280714285714277
2024,Italian Grand Prix,RUS,0.1805357142857135
2024,Italian Grand Prix,SAI,2.789402906976743
2024,Italian Grand Prix,STR,4.774382539682541
2024,Italian Grand Prix,TSU,9.924457142857143
2024,Italian Grand Prix,VER,2.5733362637362633
2024,Italian Grand Prix,ZHO,-0.46843131868131804
2024,Japanese Grand Prix,PIA,10.2888
2024,Las Vegas Grand Prix,ALO,2.0031134920634917
2024,Las Vegas Grand Prix,BOT,2.8591997835497835
2024,Las Vegas Grand Prix,COL,0.95769126984127
2024,Las Vegas Grand Prix,GAS,1.7064583139083134
2024,Las Vegas Grand Prix,HAM,2.3636166666666676
2024,Las Vegas Grand Prix,HUL,3.6482954545454556
2024,Las Vegas Grand Prix,LAW,1.9376240259740263
2024,Las Vegas Grand Prix,LEC,3.423368686868686
2024,Las Vegas Grand Prix,MAG,6.494599999999998
2024,Las Vegas Grand Prix,NOR,0.7812571428571429
2024,Las Vegas Grand Prix,OCO,2.0240652958152947
2024,Las Vegas Grand Prix,PER,0.49155790043290104
2024,Las Vegas Grand Prix,PIA,1.7655952380952389
2024,Las Vegas Grand Prix,RUS,0.47494523809523775
2024,Las Vegas Grand Prix,SAI,1.0331787878787886
2024,Las Vegas Grand Prix,STR,0.7412103174603176
2024,Las Vegas Grand Prix,TSU,3.95629696969697
2024,Las Vegas Grand Prix,VER,1.4372500000000008
2024,Las Vegas Grand Prix,ZHO,2.1233867243867244
2024,Mexico City Grand Prix,ALO,3.840443650793651
2024,Mexico City Grand Prix,BOT,-1.0697291666666657
2024,Mexico City Grand Prix,COL,0.8233333333333328
2024,Mexico City Grand Prix,GAS,0.5917250000000001
2024,Mexico City Grand Prix,HAM,-0.6775583333333327
2024,Mexico City Grand Prix,HUL,0.3866863636363639
2024,Mexico City Grand Prix,LAW,0.33977500000000027
2024,Mexico City Grand Prix,LEC,0.926535714285714
2024,Mexico City Grand Prix,MAG,0.2619590909090912
2024,Mexico City Grand Prix,NOR,3.1539888888888896
2024,Mexico City Grand Prix,OCO,0.3345750000000001
2024,Mexico City Grand Prix,PER,0.9243121212121216
2024,Mexico City Grand Prix,PIA,0.23526666666666624
2024,Mexico City Grand Prix,SAI,0.34367272727272746
2024,Mexico City Grand Prix,STR,0.7426045454545456
2024,Mexico City Grand Prix,TSU,0.27125000000000016
2024,Mexico City Grand Prix,ZHO,2.293130158730159
2024,Monaco Grand Prix,ALB,1.0885839493839498
2024,Monaco Grand Prix,ALO,1.8384046786546786
2024,Monaco Grand Prix,BOT,1.6372274114774112
2024,Monaco Grand Prix,GAS,1.3746489898989902
2024,Monaco Grand Prix,HAM,0.4385666666666667
2024,Monaco Grand Prix,HUL,-0.370821645021645
2024,Monaco Grand Prix,LEC,0.7078839105339103
2024,Monaco Grand Prix,MAG,0.952913636363637
2024,Monaco Grand Prix,NOR,1.0407469474969477
2024,Monaco Grand Prix,OCO,0.3933991397491396
2024,Monaco Grand Prix,PER,2.4570241702741704
2024,Monaco Grand Prix,PIA,-0.40795278055278045
2024,Monaco Grand Prix,RIC,0.607589588189588
2024,Monaco Grand Prix,RUS,-0.15657272727272734
2024,Monaco Grand Prix,SAI,1.365336958874459
2024,Monaco Grand Prix,SAR,-0.6831348318348319
2024,Monaco Grand Prix,STR,1.3551030303030307
2024,Monaco Grand Prix,TSU,0.8047132090132093
2024,Monaco Grand Prix,VER,1.4506811688311692
2024,Monaco Grand Prix,ZHO,1.8440936813186801
2024,Saudi Arabian Grand Prix,ALB,1.473683928571428
2024,Saudi Arabian Grand Prix,ALO,1.746914652014653
2024,Saudi Arabian Grand Prix,BOT,3.0134760122760107
2024,Saudi Arabian Grand Prix,GAS,1.126962870462869
2024,Saudi Arabian Grand Prix,HAM,4.302588793103448
2024,Saudi Arabian Grand Prix,HUL,0.13603982683982796
2024,Saudi Arabian Grand Prix,LEC,0.3446129844961237
2024,Saudi Arabian Grand Prix,MAG,2.5191208791208783
2024,Saudi Arabian Grand Prix,NOR,1.5618214285714278
2024,Saudi Arabian Grand Prix,OCO,2.1647012987012992
2024,Saudi Arabian Grand Prix,PER,0.9405357330992103
2024,Saudi Arabian Grand Prix,PIA,-1.0993690476190479
2024,Saudi Arabian Grand Prix,RIC,0.9646979453680057
2024,Saudi Arabian Grand Prix,RUS,-0.21709689922480516
2024,Saudi Arabian Grand Prix,SAI,2.63073823366556
2024,Saudi Arabian Grand Prix,SAR,-3.277487012987012
2024,Saudi Arabian Grand Prix,STR,1.7287805194805195
2024,Saudi Arabian Grand Prix,TSU,1.272085714285713
2024,Saudi Arabian Grand Prix,VER,-0.45434060150375855
2024,Saudi Arabian Grand Prix,ZHO,2.4463544083823154
2024,Singapore Grand Prix,ALB,1.035666666666667
2024,Singapore Grand Prix,ALO,-0.15247826086956562
2024,Singapore Grand Prix,BOT,2.005268181818184
2024,Singapore Grand Prix,COL,3.2194019480519467
2024,Singapore Grand Prix,GAS,1.718265734265734
2024,Singapore Grand Prix,HAM,2.188436363636365
2024,Singapore Grand Prix,HUL,2.6252747252747253
2024,Singapore Grand Prix,LEC,3.426636363636364
2024,Singapore Grand Prix,MAG,1.9592363636363648
2024,Singapore Grand Prix,NOR,-0.6282166666666659
2024,Singapore Grand Prix,OCO,2.4462307692307688
2024,Singapore Grand Prix,PER,2.340583333333334
2024,Singapore Grand Prix,PIA,4.158206885456887
2024,Singapore Grand Prix,RIC,2.6692263736263735
2024,Singapore Grand Prix,RUS,0.38805454545454576
2024,Singapore Grand Prix,SAI,1.9801977941176476
2024,Singapore Grand Prix,STR,4.308778745644598
2024,Singapore Grand Prix,TSU,2.79817217265493
2024,Singapore Grand Prix,VER,4.202315151515152
2024,Singapore Grand Prix,ZHO,0.2467411255411253
2024,Spanish Grand Prix,ALB,0.5766400210084041
2024,Spanish Grand Prix,ALO,0.7842441558441565
2024,Spanish Grand Prix,BOT,2.5231902310924377
2024,Spanish Grand Prix,GAS,-1.1205588744588744
2024,Spanish Grand Prix,HAM,3.80412087912088
2024,Spanish Grand Prix,HUL,1.173165934065933
2024,Spanish Grand Prix,LEC,6.407654761904766
2024,Spanish Grand Prix,MAG,1.603988090646093
2024,Spanish Grand Prix,NOR,1.234219780219781
2024,Spanish Grand Prix,OCO,-0.3791166056166058
2024,Spanish Grand Prix,PER,4.222754545454547
2024,Spanish Grand Prix,PIA,3.92907057942058
2024,Spanish Grand Prix,RIC,0.502139485514484
2024,Spanish Grand Prix,RUS,3.576775000000001
2024,Spanish Grand Prix,SAI,2.4485357142857125
2024,Spanish Grand Prix,SAR,-0.7271697829131644
2024,Spanish Grand Prix,STR,5.725832867132869
2024,Spanish Grand Prix,TSU,-0.4408727240896356
2024,Spanish Grand Prix,VER,2.0438890692640705
2024,Spanish Grand Prix,ZHO,0.1790119047619046
